-6	4	1.4142135624
		
-16	0.3333333333	0.3333333333
		
		
-12	2	1
		
-14	4.3333333333	1.2018504252
		
		
-15	2.5	1.1180339887
		
-15.5	2.25	0.5303300859
		
		
		
		
		
		
		
-16	1.6666666667	0.7453559925
		
		
-18	0	0
		
		
-17	4	1.4142135624
-18	0.2380952381	0.1040312973
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
6	13.5	2.5980762114
		
15	16.3333333333	2.3333333333
		
		
25	8.6666666667	1.6996731712
		
		
35	12.3333333333	2.0275875101
		
		
45	10	1.8257418584
		
		
47	8.5	2.0615528128
		
49	15.5	2.7838821814
		
51	8.5	2.0615528128
		
53	6.5	1.8027756377
		
55	9.6666666667	1.7950549357
		
		
57	7	2.6457513111
61	0	0
		
		
59	1	0.7071067812
		
60	0	0
		
		
60	1.6363636364	0.4045199175
		
		
		
		
		
		
		
		
		
		
62	0	0
		
61	0.3333333333	0.3333333333
		
		
63	0.5	0.5
		
65	1	0.7071067812

