1650	33	5.7445626465
1700	119	10.9087121146
1725	300	17.3205080757
1751	595	24.3926218353
1775	1149	33.8969025134
1800	2169	46.5725240888
1825	2973	54.5252235209
1850	4644	68.1469001496
1816	2680	51.7687164222
1825	3090	55.5877684387
1830	3377	58.1119609031
1810	2348	48.4561657583
1810	2353	48.5077313425
1805	2179	46.6797600679
1795	1695	41.1703777005
1801	2032	45.0777106783
1785	1386	37.229020938
1835	3566	59.7159945073
1841	3873	62.23343153

