1746 4903 70.021
1739 4819 69.419
1733 4302 65.59
1727 4121 64.195
1722 3734 61.106
1717 3414 58.4
1714 3288 57.3
1750 5512 74.2
1754 5653 75.1
1759 5980 77.3
1764 6171 78.6
1768 6531 80.8
1745 5064 71.1
1744 4886 69.9

