1664	5453	73.8
1658	5091	71.3
1657	4980	70.6
1653	4749	68.9
1650	4515	67.2
1643	4284	65.4
1637	3853	62.1
1674	6002	77.5
1678	6203	78.8
1684	6715	81.9
1690	7223	85.0
1696	7886	88.8
1669	5671	75.3
1672	5771	75.9
1664	5446	73.8
