1664	2790	52.8
1658	2671	51.7
1653	2575	50.7
1647	2268	47.6
1640	1986	44.6
1636	1819	42.7
1630	1684	41.0
1668	3148	56.1
1672	3273	57.2
1675	3446	58.7
1678	3575	59.8
1682	3732	61.1
1659	2783	52.8
1659	2782	52.7
1661	2891	53.7
