5	59	5.4313902456
		
15	73	4.9328828623
		
		
25	92	4.2895221179
		
35		
		
		
45	1.5	0.8660254038
		
40	2.75	0.58630197
		
		
		
		
		
		
		
42	1	0.5773502692
		
		
43	0.2857142857	0.2020305089
		
		
		
		
		
		
43	1	0.7071067812
		
48	0	0
63	0	0
67	1	1
69	1	1
70	0	0
		
		
		
		
		
71	0	0
		
		
		
		
		
		
		
-15	102.3333333333	5.8404718226
		
		
-25	81.3333333333	5.2068331173
		
		
-35	38.6666666667	3.5901098714
		
		
-45	2.6666666667	0.9428090416
		
		
-47	1.5	0.8660254038
		
-49	1	0.7071067812
		
-51	1	0.707
		
-53	1.5	0.8660254038
		
-55	1.3333333333	0.6666666667
		
		
-57	2	1.4142135624
-61	2.3333333333	0.8819171037
		
		
-59	2	1
		
-60	0.6666666667	0.4714045208
		
		
-60	10.5454545455	0.979120874
		
		
		
		
		
		
		
		
		
		
-62	1.5	0.8660254038
		
-61	1.3333333333	0.6666666667
		
		
-63	0.5	0.5
		
-65	2	1

