1666	6048	77.7
1657	5439	73.7
1653	5244	72.4
1650	4915	70.1
1643	4414	66.4
1639	4178	64.6
1631	3758	61.3
1672	6428	80.2
1677	6983	83.5
1681	7312	85.5
1686	8306	91.1
1690	8926	94.5
1661	5680	75.4
1669	6257	79.1
1664	5921	76.9
